ECG
0.08731959
0.35592318
0.27791741
0.3301003
0.28646928
0.30013695
0.2767233
0.2946509
0.2789813
0.30640557
0.24712616
0.24819462
0.21542597
0.23777208
0.21475449
0.21846126
0.2061915
0.22352348
0.21281137
0.21274897
0.21026854
0.18724236
0.15778247
0.10776041
0.12909164
0.35861808
0.75426054
0.8989009
0.3658661
0.1194143
0.19111842
0.18155202
0.19943304
0.18781593
0.18445301
0.18670745
0.19019137
0.17809662
0.19514589
0.19276598
0.18207805
0.1755048
0.18529189
0.18475093
0.18736228
0.18802011
0.18390375
0.17671148
0.18116024
0.19058147
0.18272197
0.18318416
0.1762607
0.18695402
0.17542161
0.1877512
0.17034449
0.18392058
0.16953178
0.17058128
0.1582011
0.17200594
0.16025235
0.17068367
0.16363168
0.18776235
0.18567067
0.20440222
0.2105247
0.22432704
0.23572418
0.23931997
0.24365214
0.23743057
0.23964542
0.23708738
0.2316417
0.22981775
0.22486754
0.21983872
0.22629175
0.21837313
0.2268475
0.21631652
0.2205043
0.20687532
0.20701064
0.20190354
0.21756247
0.20698449
0.21136287
0.19662477
0.20744091
0.19525081
0.20098202
0.19793472
0.19269665
0.20461755
0.20480697
0.20893961
0.20692813
0.21351945
0.1996678
0.22097078
0.22257017
0.23622847
0.25065774
0.2712181
0.2527814
0.25824758
0.24426785
0.25861815
0.2493344
0.20955458
0.19083656
0.19606408
0.18960144
0.18035862
0.17675984
0.18705429
0.18383409
0.1829079
0.18572246
0.15953135
0.11461207
0.06572651
0.19027764
0.5072292
0.9165034
0.91710156
0.43938744
0.12824069
0.11842819
0.14968339
0.15738727
0.15099438
0.15726875
0.14346017
0.14461578
0.1470741
0.15646105
0.140906
0.14702618
0.14331003
0.1399781
0.13698578
0.14495169
0.14453745
0.14853196
0.14867093
0.1456469
0.15402278
0.14203805
0.15228345
0.13572523
0.14543582
0.13099936
0.13649361
0.123359375
0.12964486
0.111347824
0.11986614
0.10365036
0.11270512
0.10005101
0.11440777
0.11885162
0.15004261
0.16692336
0.18854816
0.1916141
0.19795823
0.20211548
0.19876066
0.20331647
0.19708622
0.2050676
0.19530635
0.20318146
0.19929138
0.21079005
0.19550914
0.20333694
0.1908451
0.19847596
0.18079627
0.19106045
0.1769397
0.18789549
0.17909555
0.18995997
0.17896117
0.1881986
0.17587848
0.17547435
0.17885967
0.18453504
0.18257537
0.17886555
0.18154077
0.17646463
0.18539917
0.18377708
0.18674207
0.17876555
0.20263812
0.2126238
0.22867489
0.23278923
0.25414303
0.24423775
0.2462073
0.22932406
0.23405582
0.25395915
0.22401659
0.20421205
0.18454038
0.17701721
0.1701189
0.1724553
0.1570046
0.16637975
0.15346985
0.16843039
0.12647304
0.09790196
0.034103278
0.19954008
0.5580472
1.0
0.6266155
0.07834873
0.14336091
0.1441822
0.14965251
0.14323653
0.14705685
0.13951458
0.13830903
0.13728526
0.1308094
0.1344194
0.13454105
0.13131185
0.13632101
0.14067523
0.14636642
0.14149612
0.143835
0.12782587
0.13739122
0.12848788
0.14468832
0.13272917
0.14799115
0.14286815
0.1526716
0.13774389
0.14133048
0.1278856
0.1379599
0.12318098
0.13270245
0.12790702
0.13936028
0.15215309
0.18101133
0.18500656
0.19610849
0.20088132
0.20576549
0.20402655
0.20152424
0.20091864
0.19671673
0.20034261
0.1990366
0.20284538
0.19085428
0.19269842
0.1765427
0.18899724
0.17378607
0.1749691
0.16760646
0.17991646
0.16822197
0.17519175
0.16242087
0.1681772
0.16263914
0.16887307
0.17199285
0.17345932
0.17647153
0.16994248
0.1672946
0.1649862
0.17190674
0.16817735
0.17892076
0.18384877
0.20553736
0.20622863
0.22333808
0.2223523
0.24055666
0.2208448
0.22878574
0.21669835
0.23170939
0.23326243
0.20417012
0.16194603
0.1603984
0.15284102
0.15385509
0.14633721
0.15387455
0.1486482
0.14182548
0.13894108
0.089237876
0.06523482
0.0
0.0751609
0.30327457
0.72491723
0.92584044
0.34044752
0.063178346
0.16060956
0.13407865
0.15643732
0.13494563
0.15147679
0.135368
0.14563088
0.13602072
0.15223667
0.14519194
0.14803697
0.14100471
0.15000309
0.15268895
0.15471554
0.15069076
0.15594961
0.15301858
0.15518655
0.15657273
0.15430388
0.15612553
0.15961733
0.15708967
0.15708695
0.15969017
0.15304227
0.1603682
0.1550245
0.16445482
0.14883864
0.16427866
0.16647582
0.19592687
0.19388379
0.21330659
0.21097833
0.22538844
0.20947632
0.21801005
0.20545462
0.21873371
0.21074085
0.21004474
0.20897993
0.20851089
0.20027448
0.20549686
0.19570892
0.18800983
0.19556671
0.18912676
0.19490947
0.18045832
0.18727168
0.17543033
0.18817316
0.18280391
0.19012666
0.17183788
0.17624675
0.17552255
0.18296778
0.16804948
0.17394575
0.17602102
0.18601768
0.18346746
0.19845538
0.21110287
0.21585041
0.22345683
0.23470685
0.24584897
0.2368685
0.24047561
0.22696447
0.23038092
0.23595257
0.21444128
0.18443921
0.1860687
0.17296536
0.18450843
0.16229665
0.1671819
0.1568531
0.16911459
0.15853538
0.17598242
0.157471
0.13245773
0.056392167
0.099699564
0.35146034
0.80857635
0.78804433
0.19065322
0.09825789
0.14926729
0.14354505
0.13278155
0.14461578
0.13995716
0.1529609
0.14541987
0.15365596
0.13365626
0.14876601
0.13201068
0.1437532
0.13451
0.1411487
0.13240004
0.14558816
0.1449964
0.14837967
0.1282415
0.14286576
0.1411653
0.14553541
0.1407119
0.14040366
0.14222513
0.12983935
0.12365152
0.115944125
0.1095035
